country,continent,year,lifeExp,wavg.lifeExp
Germany,Europe,1962,70.3,68.99646491644776
Germany,Europe,1967,70.8,69.47096091962743
Germany,Europe,1972,71,69.79715298053092
Germany,Europe,1977,72.5,70.26960383325297
Germany,Europe,1982,73.8,70.79588744731592
Germany,Europe,1987,74.847,71.31784281274744
Germany,Europe,1992,76.07,71.87796601609607
Germany,Europe,1997,77.34,72.46289648054
Germany,Europe,2002,78.67,73.06556227001339
Germany,Europe,2007,79.406,73.62700467706634
Ghana,Africa,1952,43.149,43.149
Ghana,Africa,1957,44.779,44.01915936885587
Ghana,Africa,1962,46.452,44.94499622983518
Ghana,Africa,1967,48.072,45.89938427561539
Ghana,Africa,1972,49.875,46.89982860515223
Ghana,Africa,1977,51.756,47.97245123080477
Ghana,Africa,1982,53.744,49.08558389362625
Ghana,Africa,1987,55.729,50.37006319190749
Ghana,Africa,1992,57.501,51.66624853227783
Ghana,Africa,1997,58.556,52.84149209584981
Ghana,Africa,2002,58.453,53.73874666740851
Ghana,Africa,2007,60.022,54.688016388103804
Greece,Europe,1952,65.86,65.86
Greece,Europe,1957,67.86,66.88292989252703
Greece,Europe,1962,69.51,67.79710625441841
Greece,Europe,1967,71,68.64325143869478
Greece,Europe,1972,72.34,69.42779894524645
Greece,Europe,1977,73.68,70.201007745484
Greece,Europe,1982,75.24,71.00972918735626
Greece,Europe,1987,76.67,71.80545221637114
Greece,Europe,1992,77.03,72.46917340570683
Greece,Europe,1997,77.869,73.0870746398617
Greece,Europe,2002,78.256,73.6224184339248
Greece,Europe,2007,79.483,74.17724193583115
Guatemala,Americas,1952,42.023,42.023
Guatemala,Americas,1957,44.142,43.159691338489175
Guatemala,Americas,1962,46.954,44.6119957536821
Guatemala,Americas,1967,50.016,46.22792857671962
Guatemala,Americas,1972,53.738,48.083987830807615
Guatemala,Americas,1977,56.029,49.79137265379194
Guatemala,Americas,1982,58.137,51.41197952560592
Guatemala,Americas,1987,60.782,53.117028580593555
Guatemala,Americas,1992,63.373,54.90254445787929
Guatemala,Americas,1997,66.322,56.814579289628355
Guatemala,Americas,2002,68.978,58.76449862832974
Guatemala,Americas,2007,70.259,60.52041506493151
Guinea,Africa,1952,33.609,33.609
Guinea,Africa,1957,34.558,34.101695414435184
Guinea,Africa,1962,35.753,34.69899002255276
Guinea,Africa,1967,37.197,35.40962266266284
Guinea,Africa,1972,38.842,36.23013799221929
Guinea,Africa,1977,40.762,37.17984201922689
Guinea,Africa,1982,42.891,38.261071136981315
Guinea,Africa,1987,45.552,39.610351930533014
Guinea,Africa,1992,48.576,41.28069970245835
Guinea,Africa,1997,51.455,43.07770431699773
Guinea,Africa,2002,53.676,44.79432678358038
Guinea,Africa,2007,56.007,46.52831511387947
Guinea-Bissau,Africa,1952,32.5,32.5
Guinea-Bissau,Africa,1957,33.489,33.003053912509266
Guinea-Bissau,Africa,1962,34.488,33.518248065284084
Guinea-Bissau,Africa,1967,35.492,34.010517977646934
Guinea-Bissau,Africa,1972,36.486,34.520386153356675
Guinea-Bissau,Africa,1977,37.465,35.10069586776903
Guinea-Bissau,Africa,1982,39.327,35.8583571916758
Guinea-Bissau,Africa,1987,41.245,36.76102767122768
Guinea-Bissau,Africa,1992,43.266,37.79905282730831
Guinea-Bissau,Africa,1997,44.873,38.884484757765854
Guinea-Bissau,Africa,2002,45.504,39.85245826322478
Guinea-Bissau,Africa,2007,46.388,40.76142402174734
Haiti,Americas,1952,37.579,37.579
Haiti,Americas,1957,40.696,39.20863124410417
Haiti,Americas,1962,43.59,40.81404896273311
Haiti,Americas,1967,46.243,42.38661468724107
Haiti,Americas,1972,48.042,43.74186470234228
Haiti,Americas,1977,49.923,44.97952691482947
Haiti,Americas,1982,51.461,46.11349561726278
Haiti,Americas,1987,53.636,47.33431290860253
Haiti,Americas,1992,55.089,48.50815525339453
Haiti,Americas,1997,56.671,49.66675083696817
Haiti,Americas,2002,58.137,50.81096907758825
Haiti,Americas,2007,60.916,52.136512459062345
Honduras,Americas,1952,41.912,41.912
Honduras,Americas,1957,44.665,43.39439550063674
Honduras,Americas,1962,48.041,45.20029864754681
Honduras,Americas,1967,50.924,47.01699529947476
Honduras,Americas,1972,53.884,48.894713111591464
Honduras,Americas,1977,57.402,50.764748394983116
Honduras,Americas,1982,60.909,52.88352660778598
Honduras,Americas,1987,64.492,55.19678653322593
Honduras,Americas,1992,66.399,57.30195239530961
Honduras,Americas,1997,67.659,59.14999273314535
Honduras,Americas,2002,68.565,60.7390158803507
Honduras,Americas,2007,70.198,62.24365195302811
"Hong Kong, China",Asia,1952,60.96,60.96
"Hong Kong, China",Asia,1957,64.75,63.092898070832135
"Hong Kong, China",Asia,1962,67.65,64.93707532384848
"Hong Kong, China",Asia,1967,70,66.52226783401457
"Hong Kong, China",Asia,1972,72,67.93079233282727
"Hong Kong, China",Asia,1977,73.6,69.19288325173873
"Hong Kong, China",Asia,1982,75.45,70.46697869970333
"Hong Kong, China",Asia,1987,76.2,71.4853479845324
"Hong Kong, China",Asia,1992,77.601,72.44198905354057
"Hong Kong, China",Asia,1997,80,73.56382362214397
"Hong Kong, China",Asia,2002,81.495,74.62532951718596
"Hong Kong, China",Asia,2007,82.208,75.54574026621265
Hungary,Europe,1952,64.03,64.03
Hungary,Europe,1957,66.41,65.2406095228248
Hungary,Europe,1962,67.96,66.17120961708495
Hungary,Europe,1967,69.5,67.02995615227495
Hungary,Europe,1972,69.76,67.59721587646193
Hungary,Europe,1977,69.95,68.00978898638861
Hungary,Europe,1982,69.39,68.21683228391292
Hungary,Europe,1987,69.58,68.39330371906772
Hungary,Europe,1992,69.17,68.48036090058099
Hungary,Europe,1997,71.04,68.73601166423767
Hungary,Europe,2002,72.59,69.0809652829632
Hungary,Europe,2007,73.338,69.42663768462056
Iceland,Europe,1952,72.49,72.49
Iceland,Europe,1957,73.47,73.00683893800786
Iceland,Europe,1962,73.68,73.25435419338551
Iceland,Europe,1967,73.73,73.39055954084817
Iceland,Europe,1972,74.46,73.63838713463761
Iceland,Europe,1977,76.11,74.12577362945473
Iceland,Europe,1982,76.99,74.61898310098786
Iceland,Europe,1987,77.23,75.01737691852938
Iceland,Europe,1992,78.77,75.5392188379155
Iceland,Europe,1997,78.95,75.97271165295702
Iceland,Europe,2002,80.5,76.51115067846062
Iceland,Europe,2007,81.757,77.09266223097164
India,Asia,1952,37.373,37.373
India,Asia,1957,40.249,38.87912548015365
India,Asia,1962,43.605,40.61641052631579
India,Asia,1967,47.193,42.52781447443998
India,Asia,1972,50.651,44.523415077989604
India,Asia,1977,54.208,46.610439836845686
India,Asia,1982,56.596,48.54736493150685
India,Asia,1987,58.553,50.323940063091484
India,Asia,1992,60.223,51.9495483992467
India,Asia,1997,61.765,53.45106667730101
India,Asia,2002,62.879,54.78611795187166
India,Asia,2007,64.698,56.094256937733604
Indonesia,Asia,1952,37.468,37.468
Indonesia,Asia,1957,39.918,38.75043076851594
Indonesia,Asia,1962,42.518,40.12612893615138
Indonesia,Asia,1967,45.964,41.80353103296045
Indonesia,Asia,1972,49.203,43.591834210458146
Indonesia,Asia,1977,52.702,45.542471772160226
Indonesia,Asia,1982,56.159,47.598257168545906
Indonesia,Asia,1987,60.137,49.80650504019568
Indonesia,Asia,1992,62.681,51.88280128779596
Indonesia,Asia,1997,66.041,53.98009314359157
Indonesia,Asia,2002,68.588,55.96113236035872
Indonesia,Asia,2007,70.65,57.80601143283176
Iran,Asia,1952,44.869,44.869
Iran,Asia,1957,47.181,46.103597021368444
Iran,Asia,1962,49.325,47.332973572691785
Iran,Asia,1967,52.469,48.90913192099542
Iran,Asia,1972,55.234,50.56281294730549
Iran,Asia,1977,57.702,52.2230480973215
Iran,Asia,1982,59.62,53.851556999782716
Iran,Asia,1987,63.04,55.77770531657246
Iran,Asia,1992,65.742,57.7321139593114
Iran,Asia,1997,68.042,59.49073577835076
Iran,Asia,2002,69.451,61.01166218152045
Iran,Asia,2007,70.964,62.373359386125
Iraq,Asia,1952,45.32,45.32
Iraq,Asia,1957,48.437,46.98606833268195
Iraq,Asia,1962,51.457,48.696029439371635
Iraq,Asia,1967,54.459,50.484607180865275
Iraq,Asia,1972,56.95,52.21878638489036
Iraq,Asia,1977,60.413,54.19008688250785
Iraq,Asia,1982,62.038,55.939890383323814
Iraq,Asia,1987,65.044,57.819922234994806
Iraq,Asia,1992,59.461,58.119115272491236
Iraq,Asia,1997,58.811,58.24016432205015
Iraq,Asia,2002,57.046,58.03937937428841
Iraq,Asia,2007,59.545,58.28257488840143
Ireland,Europe,1952,66.91,66.91
Ireland,Europe,1957,68.9,67.8923822340103
Ireland,Europe,1962,70.29,68.67586533887213
Ireland,Europe,1967,71.08,69.27897466851711
Ireland,Europe,1972,71.28,69.69391827259965
Ireland,Europe,1977,72.03,70.12195891128387
Ireland,Europe,1982,73.1,70.60767348169189
Ireland,Europe,1987,74.36,71.14162185333764
Ireland,Europe,1992,75.467,71.68281989711983
Ireland,Europe,1997,76.122,72.18994328871365
Ireland,Europe,2002,77.783,72.79294041028798
Ireland,Europe,2007,78.885,73.41735678205922
Israel,Asia,1952,65.39,65.39
Israel,Asia,1957,67.84,66.72614630123846
Israel,Asia,1962,69.39,67.77374343263925
Israel,Asia,1967,70.75,68.70921407420754
Israel,Asia,1972,71.63,69.48434484454722
Israel,Asia,1977,73.06,70.30880828196732
Israel,Asia,1982,74.45,71.14889402575264
Israel,Asia,1987,75.6,71.9544966155373
Israel,Asia,1992,76.93,72.82672862002177
Israel,Asia,1997,78.269,73.72023730326455
Israel,Asia,2002,79.696,74.6273482009232
Israel,Asia,2007,80.745,75.47931916432259
Italy,Europe,1952,65.94,65.94
Italy,Europe,1957,67.81,66.88963592433504
Italy,Europe,1962,69.24,67.69875678442588
Italy,Europe,1967,71.06,68.58230856420722
Italy,Europe,1972,72.19,69.35229601871931
Italy,Europe,1977,73.48,70.09685375713259
Italy,Europe,1982,74.98,70.84844017160083
Italy,Europe,1987,76.42,71.59381003630038
Italy,Europe,1992,77.44,72.28482643594718
Italy,Europe,1997,78.82,72.98256064974824
Italy,Europe,2002,80.24,73.6875827345431
Italy,Europe,2007,80.546,74.29695759790697
Jamaica,Americas,1952,58.53,58.53000000000001
Jamaica,Americas,1957,62.61,60.645088115062045
Jamaica,Americas,1962,65.61,62.43208648658231
Jamaica,Americas,1967,67.51,63.88882900553981
Jamaica,Americas,1972,69,65.09214389939923
Jamaica,Americas,1977,70.11,66.10912811498088
Jamaica,Americas,1982,71.21,67.01509764185077
Jamaica,Americas,1987,71.77,67.73973002643523
Jamaica,Americas,1992,71.766,68.28247620554556
Jamaica,Americas,1997,72.262,68.78173628489877
Jamaica,Americas,2002,72.047,69.16266024049726
Jamaica,Americas,2007,72.567,69.5320579536915
Japan,Asia,1952,63.03,63.03
Japan,Asia,1957,65.5,64.30040809021428
Japan,Asia,1962,68.73,65.85048915338915
Japan,Asia,1967,71.43,67.35192273438173
Japan,Asia,1972,73.42,68.70172726457207
Japan,Asia,1977,75.38,69.9782433061852
Japan,Asia,1982,77.11,71.16110275233176
Japan,Asia,1987,78.67,72.25734385667756
Japan,Asia,1992,79.36,73.17661712771405
Japan,Asia,1997,80.69,74.04757598192884
Japan,Asia,2002,82,74.88018148344078
Japan,Asia,2007,82.603,75.61421163286596
Jordan,Asia,1952,43.158,43.158
Jordan,Asia,1957,45.669,44.54201404014698
Jordan,Asia,1962,48.126,46.00434601308024
Jordan,Asia,1967,51.629,47.996750096384794
Jordan,Asia,1972,56.528,50.66624111063772
Jordan,Asia,1977,61.134,53.52528202528427
Jordan,Asia,1982,63.739,56.06432344700807
Jordan,Asia,1987,65.869,58.319341336193695
Jordan,Asia,1992,68.015,60.644197227439776
Jordan,Asia,1997,69.772,62.644418015629135
Jordan,Asia,2002,71.263,64.40630152308255
Jordan,Asia,2007,72.535,65.9431919304648
Kenya,Africa,1952,42.27,42.27
Kenya,Africa,1957,44.686,43.563984662067384
Kenya,Africa,1962,47.949,45.24805609813562
Kenya,Africa,1967,50.654,46.92834278749994
Kenya,Africa,1972,53.559,48.70970096096732
Kenya,Africa,1977,56.155,50.5292259036008
Kenya,Africa,1982,58.766,52.41860027236644
Kenya,Africa,1987,59.339,53.91257926388433
Kenya,Africa,1992,59.285,55.00353234035057
Kenya,Africa,1997,54.407,54.892227142501625
Kenya,Africa,2002,50.992,54.22279378873438
Kenya,Africa,2007,54.11,54.20440904565365
"Korea, Dem. Rep.",Asia,1952,50.056,50.056
"Korea, Dem. Rep.",Asia,1957,54.081,52.12860929237934
"Korea, Dem. Rep.",Asia,1962,56.656,53.8216676710158
"Korea, Dem. Rep.",Asia,1967,59.942,55.6685405284237
"Korea, Dem. Rep.",Asia,1972,63.983,57.84016722525252
"Korea, Dem. Rep.",Asia,1977,67.159,59.92652542021453
"Korea, Dem. Rep.",Asia,1982,69.1,61.71406201371426
"Korea, Dem. Rep.",Asia,1987,70.647,63.26769339900881
"Korea, Dem. Rep.",Asia,1992,69.978,64.33394325479932
"Korea, Dem. Rep.",Asia,1997,67.727,64.81600561495354
"Korea, Dem. Rep.",Asia,2002,66.662,65.05149600730083
"Korea, Dem. Rep.",Asia,2007,67.297,65.3164999281046
"Korea, Rep.",Asia,1952,47.453,47.453
"Korea, Rep.",Asia,1957,52.681,50.166856150317805
"Korea, Rep.",Asia,1962,55.292,52.10182295310207
"Korea, Rep.",Asia,1967,57.716,53.7915646573389
"Korea, Rep.",Asia,1972,62.612,56.003350273385344
"Korea, Rep.",Asia,1977,64.766,57.88087582808918
"Korea, Rep.",Asia,1982,67.123,59.61676386141047
"Korea, Rep.",Asia,1987,69.81,61.30705803682104
"Korea, Rep.",Asia,1992,72.244,62.932192818582244
"Korea, Rep.",Asia,1997,74.647,64.51855981926508
"Korea, Rep.",Asia,2002,77.045,66.06345251934111
"Korea, Rep.",Asia,2007,78.623,67.46982403807127
Kuwait,Asia,1952,55.565,55.565
Kuwait,Asia,1957,58.033,56.97390321473208
Kuwait,Asia,1962,60.47,58.68709163301929
Kuwait,Asia,1967,64.624,61.30075131975361
Kuwait,Asia,1972,67.712,63.813658728455444
Kuwait,Asia,1977,69.343,65.73112969292721
Kuwait,Asia,1982,71.309,67.47642886708874
Kuwait,Asia,1987,74.174,69.37363337679844
Kuwait,Asia,1992,75.19,70.39249308478482
Kuwait,Asia,1997,76.156,71.42431101600302
Kuwait,Asia,2002,76.904,72.39075961011288
Kuwait,Asia,2007,77.588,73.2901960035494
Lebanon,Asia,1952,55.928,55.928
Lebanon,Asia,1957,59.489,57.82840371098767
Lebanon,Asia,1962,62.094,59.44659294795176
Lebanon,Asia,1967,63.87,60.79751468847315
Lebanon,Asia,1972,65.421,62.05667537810569
Lebanon,Asia,1977,66.099,63.02877696201317
Lebanon,Asia,1982,66.983,63.78960219758151
Lebanon,Asia,1987,67.926,64.45750487758743
Lebanon,Asia,1992,69.292,65.15393249601804
Lebanon,Asia,1997,70.265,65.83394945723941
Lebanon,Asia,2002,71.028,66.48235425212533
Lebanon,Asia,2007,71.993,67.12966934134903
Lesotho,Africa,1952,42.138,42.138
Lesotho,Africa,1957,45.047,43.6526424439131
Lesotho,Africa,1962,47.747,45.14205474725769
Lesotho,Africa,1967,48.492,46.109087634806734
Lesotho,Africa,1972,49.767,47.00329377655614
Lesotho,Africa,1977,52.208,48.12252304854833
Lesotho,Africa,1982,55.078,49.480401086436174
Lesotho,Africa,1987,57.18,50.87472935248635
Lesotho,Africa,1992,59.685,52.36866081439985
Lesotho,Africa,1997,55.558,52.869883543278654
Lesotho,Africa,2002,44.593,51.71458956963682
Lesotho,Africa,2007,42.592,50.61359546314581
Liberia,Africa,1952,38.48,38.48
Liberia,Africa,1957,39.486,39.01380531714419
Liberia,Africa,1962,40.502,39.57479000451889
Liberia,Africa,1967,41.536,40.167773002226184
Liberia,Africa,1972,42.614,40.80249277575004
Liberia,Africa,1977,43.764,41.482659222495364
Liberia,Africa,1982,44.852,42.18598446309061
Liberia,Africa,1987,46.027,42.934598249191815
Liberia,Africa,1992,40.802,42.63367513694803
Liberia,Africa,1997,42.221,42.57604078077927
Liberia,Africa,2002,43.753,42.75440972781895
Liberia,Africa,2007,45.678,43.183411614549215
Libya,Africa,1952,42.723,42.723
Libya,Africa,1957,45.289,44.111033778311594
Libya,Africa,1962,47.808,45.566199333637265
Libya,Africa,1967,50.227,47.07833445172003
Libya,Africa,1972,52.773,48.71336022368911
Libya,Africa,1977,57.442,51.01364480356125
Libya,Africa,1982,62.155,53.738715563370974
Libya,Africa,1987,66.234,56.456218852215486
Libya,Africa,1992,68.755,58.91440155232937
Libya,Africa,1997,71.555,61.17657449038477
Libya,Africa,2002,72.737,63.118187290685306
Libya,Africa,2007,73.952,64.8392390783209
Madagascar,Africa,1952,36.681,36.681
Madagascar,Africa,1957,38.865,37.81898414997661
Madagascar,Africa,1962,40.848,38.92299441548603
Madagascar,Africa,1967,42.881,40.06354899751716
Madagascar,Africa,1972,44.851,41.23013775016815
Madagascar,Africa,1977,46.881,42.45066295254052
Madagascar,Africa,1982,48.969,43.7434440228889
Madagascar,Africa,1987,49.35,44.7864189046343
Madagascar,Africa,1992,52.214,46.100390328985235
Madagascar,Africa,1997,54.978,47.612060450839515
Madagascar,Africa,2002,57.286,49.2111126941995
Madagascar,Africa,2007,59.443,50.8615647120001
Malawi,Africa,1952,36.256,36.256
Malawi,Africa,1957,37.207,36.75500266784383
Malawi,Africa,1962,38.41,37.369821768556776
Malawi,Africa,1967,39.487,38.00083396804864
Malawi,Africa,1972,41.766,38.95616420513318
Malawi,Africa,1977,43.767,40.07298276693425
Malawi,Africa,1982,45.642,41.249309088348305
Malawi,Africa,1987,47.457,42.50734357017217
Malawi,Africa,1992,49.42,43.93099630006924
Malawi,Africa,1997,47.495,44.55995581874861
Malawi,Africa,2002,45.009,44.63487837954153
Malawi,Africa,2007,48.303,45.21548837852924
Malaysia,Asia,1952,48.463,48.463
Malaysia,Asia,1957,52.102,50.406941777365255
Malaysia,Asia,1962,55.737,52.43616100715235
Malaysia,Asia,1967,59.371,54.535260956790324
Malaysia,Asia,1972,63.01,56.69046603043969
Malaysia,Asia,1977,65.256,58.592881167829866
Malaysia,Asia,1982,68,60.4725334278439
Malaysia,Asia,1987,69.5,62.136404415275486
Malaysia,Asia,1992,70.693,63.60235550685716
Malaysia,Asia,1997,71.938,64.94203132624773
Malaysia,Asia,2002,73.044,66.16554688139483
Malaysia,Asia,2007,74.241,67.31166537102142
Mali,Africa,1952,33.685,33.685
Mali,Africa,1957,35.307,34.536521233774245
Mali,Africa,1962,36.936,35.41781131621002
Mali,Africa,1967,38.487,36.307430987096595
Mali,Africa,1972,39.977,37.20562215065492
Mali,Africa,1977,41.714,38.171438983663705
Mali,Africa,1982,43.916,39.249212049906674
Mali,Africa,1987,46.364,40.45794590339791
Mali,Africa,1992,48.388,41.708923066253554
Mali,Africa,1997,49.903,42.93471282143569
Mali,Africa,2002,51.818,44.21664821308597
Mali,Africa,2007,54.467,45.661673454813815
Mauritania,Africa,1952,40.543,40.543
Mauritania,Africa,1957,42.338,41.46371161965659
Mauritania,Africa,1962,44.248,42.44730370144463
Mauritania,Africa,1967,46.289,43.503296118776596
Mauritania,Africa,1972,48.437,44.635162782707546
Mauritania,Africa,1977,50.852,45.88148353529867
Mauritania,Africa,1982,53.599,47.289946047153805
Mauritania,Africa,1987,56.145,48.8095129351566
Mauritania,Africa,1992,58.333,50.3804260763971
Mauritania,Africa,1997,60.43,51.98687214225825
Mauritania,Africa,2002,62.247,53.58843103218899
Mauritania,Africa,2007,64.164,55.205002132083834
Mauritius,Africa,1952,50.986,50.986
Mauritius,Africa,1957,58.089,54.831552843998246
Mauritius,Africa,1962,60.246,56.90862355230525
Mauritius,Africa,1967,61.557,58.31077495369162
Mauritius,Africa,1972,62.944,59.44814137618724
Mauritius,Africa,1977,64.93,60.590576891735694
Mauritius,Africa,1982,66.711,61.72059663088097
Mauritius,Africa,1987,68.74,62.861361453103214
Mauritius,Africa,1992,69.745,63.86587390230061
Mauritius,Africa,1997,70.736,64.77785683899347
Mauritius,Africa,2002,71.954,65.6511952266202
Mauritius,Africa,2007,72.801,66.45598863362623
Mexico,Americas,1952,50.789,50.78900000000001
Mexico,Americas,1957,55.19,53.15400531037012
Mexico,Americas,1962,58.299,55.14466333225914
Mexico,Americas,1967,60.11,56.68937997544402
Mexico,Americas,1972,62.361,58.199509463816774
Mexico,Americas,1977,65.032,59.78931151560369
Mexico,Americas,1982,67.405,61.36771665298331
Mexico,Americas,1987,69.498,62.897641879675895
Mexico,Americas,1992,71.455,64.36486135134392
Mexico,Americas,1997,73.67,65.8281791005879
Mexico,Americas,2002,74.902,67.13370034708069
Mexico,Americas,2007,76.195,68.33346338770595
Mongolia,Asia,1952,42.244,42.244
Mongolia,Asia,1957,45.248,43.81871788694656
Mongolia,Asia,1962,48.251,45.48144270809933
Mongolia,Asia,1967,51.253,47.207993693815375
Mongolia,Asia,1972,53.754,48.88218939674927
Mongolia,Asia,1977,55.491,50.39140272694515
Mongolia,Asia,1982,57.489,51.86689072344159
Mongolia,Asia,1987,60.222,53.47616877510576
Mongolia,Asia,1992,61.271,54.88734992223902
Mongolia,Asia,1997,63.625,56.314916002432774
Mongolia,Asia,2002,65.033,57.61418547414048
Mongolia,Asia,2007,66.803,58.88277784898681
Montenegro,Europe,1952,59.164,59.164
Montenegro,Europe,1957,61.448,60.344652644038554
Montenegro,Europe,1962,63.728,61.550710267722664
Montenegro,Europe,1967,67.178,63.089531958393785
Montenegro,Europe,1972,70.636,64.7769332947442
Montenegro,Europe,1977,73.066,66.366837070292
Montenegro,Europe,1982,74.101,67.61617135727668
Montenegro,Europe,1987,74.865,68.63493103920584
Montenegro,Europe,1992,75.435,69.53938338491007
Montenegro,Europe,1997,75.445,70.30165051907564
Montenegro,Europe,2002,73.981,70.73703668134395
Montenegro,Europe,2007,74.543,71.12191177637288
Morocco,Africa,1952,42.873,42.873
Morocco,Africa,1957,45.423,44.235633866788355
Morocco,Africa,1962,47.924,45.63547389456903
Morocco,Africa,1967,50.335,47.04710515636727
Morocco,Africa,1972,52.862,48.51870515128271
Morocco,Africa,1977,55.73,50.09374543398856
Morocco,Africa,1982,59.65,51.942126254251605
Morocco,Africa,1987,62.677,53.878825000995754
Morocco,Africa,1992,65.393,55.817581104905486
Morocco,Africa,1997,67.66,57.67656079036361
Morocco,Africa,2002,69.615,59.42420844763422
Morocco,Africa,2007,71.164,61.03082441372028
Mozambique,Africa,1952,31.286,31.286
Mozambique,Africa,1957,33.779,32.58719879369797
Mozambique,Africa,1962,36.161,33.8957002488331
Mozambique,Africa,1967,38.113,35.11789915505683
Mozambique,Africa,1972,40.328,36.40321354674352
Mozambique,Africa,1977,42.495,37.735231108754384
Mozambique,Africa,1982,42.795,38.738532180327475
Mozambique,Africa,1987,42.861,39.43443463688099
Mozambique,Africa,1992,44.284,40.14729851673333
Mozambique,Africa,1997,46.344,41.11668650004388
Mozambique,Africa,2002,44.026,41.548004880903655
Mozambique,Africa,2007,42.082,41.62170480874755
Myanmar,Asia,1952,36.319,36.319
Myanmar,Asia,1957,41.905,39.221439808114035
Myanmar,Asia,1962,45.108,41.34681513483284
Myanmar,Asia,1967,49.379,43.622034995323034
Myanmar,Asia,1972,53.07,45.867098252597664
Myanmar,Asia,1977,56.059,47.99056256773875
Myanmar,Asia,1982,58.056,49.8672584696219
Myanmar,Asia,1987,58.339,51.30529759917024
Myanmar,Asia,1992,59.32,52.533542171171774
Myanmar,Asia,1997,60.328,53.628615650204736
Myanmar,Asia,2002,59.908,54.43876616822785
Myanmar,Asia,2007,62.069,55.347157049261085
Namibia,Africa,1952,41.725,41.725
Namibia,Africa,1957,45.226,43.58089289600362
Namibia,Africa,1962,48.386,45.384704713880176
Namibia,Africa,1967,51.159,47.112243448296596
Namibia,Africa,1972,53.867,48.85577888197002
Namibia,Africa,1977,56.437,50.635998401009815
Namibia,Africa,1982,58.968,52.37694310882186
Namibia,Africa,1987,60.835,54.03051360985753
Namibia,Africa,1992,61.999,55.56100555745176
Namibia,Africa,1997,58.909,56.16320768414681
Namibia,Africa,2002,51.479,55.38291518117441
Namibia,Africa,2007,52.906,55.016556560339545
Nepal,Asia,1952,36.157,36.157
Nepal,Asia,1957,37.686,36.94175450204438
Nepal,Asia,1962,39.393,37.80918841850193
Nepal,Asia,1967,41.472,38.82873499571327
Nepal,Asia,1972,43.971,40.03598631013087
Nepal,Asia,1977,46.748,41.43589109066629
Nepal,Asia,1982,49.594,42.99602326163574
Nepal,Asia,1987,52.537,44.696689385710044
Nepal,Asia,1992,55.727,46.55200852045629
Nepal,Asia,1997,59.426,48.61058312108205
Nepal,Asia,2002,61.34,50.55120022579067
Nepal,Asia,2007,63.785,52.47688092997347
Netherlands,Europe,1952,72.13,72.13
Netherlands,Europe,1957,72.99,72.57294306091761
Netherlands,Europe,1962,73.23,72.80648903145234
Netherlands,Europe,1967,73.82,73.08517865078433
Netherlands,Europe,1972,73.75,73.23502429728832
Netherlands,Europe,1977,75.24,73.6155350705735
Netherlands,Europe,1982,76.05,74.0145787696039
Netherlands,Europe,1987,76.83,74.4194936294825
Netherlands,Europe,1992,77.42,74.80816522024904
Netherlands,Europe,1997,78.03,75.18688998328052
Netherlands,Europe,2002,78.53,75.5489511518707
Netherlands,Europe,2007,79.762,75.9709297386464
New Zealand,Oceania,1952,69.39,69.39
New Zealand,Oceania,1957,70.26,69.84915999025615
New Zealand,Oceania,1962,71.24,70.36477198096578
New Zealand,Oceania,1967,71.52,70.69859979254099
New Zealand,Oceania,1972,71.89,70.98071216647436
New Zealand,Oceania,1977,72.22,71.23319025206534
New Zealand,Oceania,1982,73.84,71.67967239159842
New Zealand,Oceania,1987,74.32,72.076650015499
New Zealand,Oceania,1992,76.33,72.65003850411549
New Zealand,Oceania,1997,77.55,73.26742326910305
New Zealand,Oceania,2002,79.11,73.95756296212001
New Zealand,Oceania,2007,80.204,74.64865537212437
Nicaragua,Americas,1952,42.314,42.314
Nicaragua,Americas,1957,45.432,43.99220466462649
Nicaragua,Americas,1962,48.632,45.78556042879898
Nicaragua,Americas,1967,51.884,47.68777396979118
Nicaragua,Americas,1972,55.151,49.68340210737574
Nicaragua,Americas,1977,57.47,51.53927408109432
Nicaragua,Americas,1982,59.298,53.22690323321532
Nicaragua,Americas,1987,62.008,54.950122909141996
Nicaragua,Americas,1992,65.843,57.02833133615949
Nicaragua,Americas,1997,68.426,59.07505520813068
Nicaragua,Americas,2002,70.836,61.03933076436123
Nicaragua,Americas,2007,72.899,62.88380063738874
Niger,Africa,1952,37.444,37.444
Niger,Africa,1957,38.598,38.046515555912535
Niger,Africa,1962,39.487,38.57321139324307
Niger,Africa,1967,40.118,39.01985668640217
Niger,Africa,1972,40.546,39.39217811025214
Niger,Africa,1977,41.291,39.8004902770088
Niger,Africa,1982,42.598,40.3484941306264
Niger,Africa,1987,44.555,41.11589385681846
Niger,Africa,1992,47.391,42.19984910825622
Niger,Africa,1997,51.313,43.71204701134016
Niger,Africa,2002,54.496,45.4433343840351
Niger,Africa,2007,56.867,47.233458775471945
Nigeria,Africa,1952,36.324,36.324
Nigeria,Africa,1957,37.802,37.10562316810304
Nigeria,Africa,1962,39.36,37.947194286013186
Nigeria,Africa,1967,41.04,38.86441233548708
Nigeria,Africa,1972,42.821,39.86176557766172
Nigeria,Africa,1977,44.514,40.91264000928436
Nigeria,Africa,1982,45.826,41.94256932166946
Nigeria,Africa,1987,46.886,42.88013228485091
Nigeria,Africa,1992,47.472,43.69929994392134
Nigeria,Africa,1997,47.464,44.33440741465246
Nigeria,Africa,2002,46.608,44.69814238473562
Nigeria,Africa,2007,46.859,45.02802861195628
